year,make,model,trim,body,market,function_key,location_hint,tech,bulb_code,base,qty,serviceable,notes,source_1,source_2,confidence
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,1.6i-L EyeSight (JDM),Crossover,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-L EyeSight (JDM),Crossover,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,2.0i-S EyeSight (JDM),Crossover,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2021,Subaru,XV,Advance (JDM),Crossover,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Ascent,Base (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Ascent,Base (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H11,PGJ19-2,2,true,Halogen Low,Owner's Manual,Sylvania,high
2022,Subaru,Ascent,Onyx Edition (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Ascent,Onyx Edition (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H11,PGJ19-2,2,true,Halogen Low,Owner's Manual,Sylvania,high
2022,Subaru,BRZ,Base (US),TBD,USDM,headlight_high,Headlamp Housing,led_module,,,2,true,LED Assembly,Owner's Manual,Sylvania,high
2022,Subaru,BRZ,Base (US),TBD,USDM,headlight_low,Headlamp Housing,led_module,,,2,true,LED Assembly,Owner's Manual,Sylvania,high
2022,Subaru,BRZ,Premium (US),TBD,USDM,headlight_high,Headlamp Housing,led_module,,,2,true,LED Assembly,Owner's Manual,Sylvania,high
2022,Subaru,BRZ,Premium (US),TBD,USDM,headlight_low,Headlamp Housing,led_module,,,2,true,LED Assembly,Owner's Manual,Sylvania,high
2022,Subaru,BRZ,R (JDM),Coupe,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,R (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,S (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,BRZ,STI Sport (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Crosstrek,Base (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Crosstrek,Base (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H11,PGJ19-2,2,true,Halogen Low,Owner's Manual,Sylvania,high
2022,Subaru,Crosstrek,Wilderness (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Crosstrek,Wilderness (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H11,PGJ19-2,2,true,Halogen Low,Owner's Manual,Sylvania,high
2022,Subaru,Forester,Advance (JDM),SUV,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Advance (JDM),SUV,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Premium (JDM),SUV,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,STI Sport (JDM),SUV,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (JDM),SUV,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,Touring (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Forester,Touring (US),TBD,USDM,headlight_low,Headlamp Housing,led_module,,,2,true,LED Low,Owner's Manual,Sylvania,high
2022,Subaru,Forester,Wilderness (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2022,Subaru,Forester,Wilderness (US),TBD,USDM,headlight_low,Headlamp Housing,led_module,,,2,true,LED Low,Owner's Manual,Sylvania,high
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Forester,X-Break (JDM),SUV,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,STI Sport (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,brake,Rear Combo Lamp,led_module,LED,,2,false,LED brake,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,drl,Headlamp Housing,led_module,LED,,2,false,Integrated LED C-shape,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,fog_front,Bumper,bulb,H11,PGJ19-2,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,led_module,LED,,2,false,LED assembly,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,7440,W21W,2,true,,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,tail,Rear Combo Lamp,led_module,LED,,2,false,LED tail,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,turn_front,Bumper,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
2022,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,7440,W21W,2,true,Amber,JDM FSM,JDM specs,medium
