year,make,model,trim,body,market,headlight_low,headlight_high,parking,turn_front,side_marker_front,drl,fog_front,cornering,turn_mirror,turn_fender,tail,brake,turn_rear,reverse,license_plate,high_mount_stop,rear_fog,side_marker_rear,turn_bumper,brake_trunk,reverse_trunk,dome,map,rear_map,cargo,trunk,glovebox,vanity,door_courtesy,footwell,step_courtesy,ignition_ring,center_console,shifter,ambient,cluster,hvac,radio,switch_bank,source_1,source_2,confidence
2015,Subaru,XV,2.0i (JDM),Crossover,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,7440|W3x16d|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2015,Subaru,XV,2.0i-L (JDM),Crossover,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,7440|W3x16d|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2015,Subaru,XV,Hybrid (JDM),Crossover,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,7440|W3x16d|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,BRZ,Base (US),Coupe,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440A|W3x16d|2|bulb|true,LED_MODULE||0|led|false,PSX24W||2|bulb|true,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,n/a,LED_MODULE||0|led|false,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,BRZ,GT (JDM),Coupe,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,BRZ,Premium (US),Coupe,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440A|W3x16d|2|bulb|true,LED_MODULE||0|led|false,PSX24W||2|bulb|true,H16|PGJ19-3|2|bulb|true,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,n/a,LED_MODULE||0|led|false,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,BRZ,R (JDM),Coupe,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,BRZ,S (JDM),Coupe,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Crosstrek,Base (US),Crossover,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440A|W3x16d|2|bulb|true,LED_MODULE||0|led|false,PSX24W||2|bulb|true,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,n/a,LED_MODULE||0|led|false,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Exiga,2.0GT (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Exiga,2.0i (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Exiga,2.5i (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Exiga,Crossover 7 (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Forester,2.0XT (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Forester,2.0i (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Forester,2.0i-L (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Forester,tS STI (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,G4 1.6i (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,G4 2.0i (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,Sport 1.6i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,Sport 2.0i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Impreza,Sport 2.0i-S (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Legacy,2.5i Premium (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440A|W3x16d|2|bulb|true,LED_MODULE||0|led|false,PSX24W||2|bulb|true,H11|PGJ19-2|2|bulb|true,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,n/a,LED_MODULE||0|led|false,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Legacy,B4 (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
