year,make,model,trim,body,market,engine_oil_drain_plug,engine_oil_filter,manual_trans_drain_plug,manual_trans_fill_plug,automatic_trans_drain_plug,automatic_trans_pan_bolts,cvt_drain_plug,cvt_pan_bolts,front_diff_drain_plug,front_diff_fill_plug,rear_diff_drain_plug,rear_diff_fill_plug,transfer_case_or_center_diff_drain_plug,transfer_case_or_center_diff_fill_plug,spark_plugs,wheel_lug_nuts,brake_caliper_bracket_bolts,brake_caliper_slide_pins,brake_bleeder_screws,battery_terminal_clamp,notes,source_1,source_2,confidence
1978,Subaru,BRAT,Base (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,Pleo,A (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Pleo,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Pleo,Plus (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Pleo,Plus 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Sambar,Truck (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Sambar,Van (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Sambar,Van 4WD (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Stella,Custom R (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Stella,G (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Stella,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Stella,L 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Trezia,1.3i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,Trezia,1.5i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,WRX,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX,Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX,STI (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX,STI Limited (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX S4,GT (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX S4,GT-S (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX STI,Base (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,WRX STI,Type S (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2015,Subaru,XV,2.0i (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,XV,2.0i-L (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2015,Subaru,XV,Hybrid (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,BRZ,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,BRZ,GT (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,BRZ,Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,BRZ,R (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,BRZ,S (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,Crosstrek,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Exiga,2.0GT (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Exiga,2.0i (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Exiga,2.5i (JDM),Wagon,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Exiga,Crossover 7 (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Forester,2.0XT (JDM),SUV,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Forester,2.0i (JDM),SUV,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Forester,2.0i-L (JDM),SUV,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Forester,tS STI (JDM),SUV,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,Impreza,G4 1.6i (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,G4 1.6i-L (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,G4 2.0i (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,G4 2.0i-L (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
